Fighter,Result, Opponent, R, Time,Event,Month,Day,Year,Method,Finish,Referee
Anthony Smith,win, Eric Schambari,1, 1:46, C3 Fights - MMA Championship Fights,Jun ,4.0,2011.0, TKO ,Punches,
Anthony Smith,win, Matt Gabel,1, 1:50, EC - Extreme Challenge 181,Apr ,15.0,2011.0, Submission ,Triangle Choke,
Anthony Smith,win, Demetrius Richards,2, 2:07, Extreme Challenge - Bad Blood,Feb ,11.0,2011.0, TKO ,Punches,
Anthony Smith,win, Ben Crowder,1, 1:09, CFC 2 - Season's Beatings,Dec ,17.0,2010.0, KO ,Punch,
Anthony Smith,loss, Jesse Forbes,2, 1:28, Crowbar MMA - Fall Brawl,Sep ,11.0,2010.0, TKO ,Punches,Daniel Grimestad
Anthony Smith,win, Logan Clark,2, 2:22, Seconds Out / Vivid MMA - Havoc at the Hyatt 2,Jun ,19.0,2010.0, TKO ,Doctor Stoppage,
Anthony Smith,win, Lucas St. Claire,1, 3:19, MF  - Max Fights 10,May ,8.0,2010.0, Submission ,Armbar,Jeremy Ryder
Anthony Smith,win, Mike George,1, 0:22, TriState Cage Fights - Island Warfare,Apr ,17.0,2010.0, KO ,Punch,
Anthony Smith,loss, Jake Hecht,3, 4:35, VFC 30 - Night of Champions,Feb ,5.0,2010.0, TKO ,Punches,
Anthony Smith,loss, Mike Pitz,2, 3:21, FCI - Fight Club Inc.,Jul ,25.0,2009.0, TKO ,Submission to Punches,David Smith
Anthony Smith,loss, Chaun Sims,2, 2:00, FTW - Colorado vs. Nebraska,Mar ,14.0,2009.0, TKO ,Punches,Tom Johnson
Anthony Smith,loss, Brian Monaghan,1, 0:00, VFC 26 - Onslaught,Feb ,20.0,2009.0, Submission ,Armbar,
Anthony Smith,win, Rico Washington,1, 0:54, MCS - Minnesota Combat Sports,Jan ,9.0,2009.0, TKO ,Submission to Punches,
Anthony Smith,loss, Charley Lynch,1, 3:12, Brutaal - Fight Night,Nov ,6.0,2008.0, TKO ,Punches,
Anthony Smith,win, Chuck Parmelee,2, 1:26, Torment - MMA,Sep ,20.0,2008.0, SubmissionJosh Arney,,
Anthony Smith,loss, Chuck Parmelee,2, 0:00, TCF - TriState Cage Fights,Jun ,14.0,2008.0, TKO ,Punches,
Anthony Smith,win, Ricky Duvall,0, N/A, VFC 23 - Validation,May ,9.0,2008.0,,,
Anthony Smith,win, Jeremy Shepherd,2, 2:13, PP - Pugilistic Productions,Mar ,22.0,2008.0, SubmissionJosh Amey,,
Anthony Smith,win, Dave Moran,2, 1:19, VFC 22 - Ascension,Feb ,29.0,2008.0, Submission ,Armbar,
Corey Anderson ,win, Ilir Latifi, 3, 5:00, UFC 232 - Jones vs. Gustafsson 2,Dec ,29.0,2018.0, Decision ,Unanimous,Marc Goddard
Corey Anderson ,win, Glover Teixeira, 3, 5:00, UFC Fight Night 134 - Shogun vs. Smith,Jul ,22.0,2018.0, Decision ,Unanimous,Leon Roberts
Corey Anderson ,win, Patrick Cummins, 3, 5:00, UFC Fight Night 128 - Barboza vs. Lee,Apr ,21.0,2018.0, Decision ,Unanimous,Marc Goddard
Corey Anderson ,loss, Ovince St. Preux, 3, 1:25, UFC 217 - Bisping vs. St. Pierre,Nov ,4.0,2017.0, KO ,Head Kick,Dan Miragliotta
Corey Anderson ,loss, Jimi Manuwa, 1, 3:05, UFC Fight Night 107 - Manuwa vs. Anderson,Mar ,18.0,2017.0, KO ,Punch,Leon Roberts
Corey Anderson ,win, Sean O'Connell, 2, 2:36, UFC Fight Night 102 - Lewis vs. Abdurakhimov,Dec ,9.0,2016.0, TKO ,Punches,Todd Anderson
Corey Anderson ,loss, Mauricio Rua, 3, 5:00, UFC 198 - Werdum vs. Miocic,May ,14.0,2016.0, Decision ,Split,Mario Yamasaki
Corey Anderson ,win, Tom Lawlor, 3, 5:00, UFC 196 - McGregor vs. Diaz,Mar ,5.0,2016.0, Decision ,Unanimous,John McCarthy
Corey Anderson ,win, Fabio Maldonado, 3, 5:00, UFC Fight Night 77 - Belfort vs. Henderson 3,Nov ,7.0,2015.0, Decision ,Unanimous,Herb Dean
Corey Anderson ,win, Jan Blachowicz, 3, 5:00, UFC 191 - Johnson vs. Dodson 2,Sep ,5.0,2015.0, Decision ,Unanimous,Herb Dean
Corey Anderson ,loss, Gian Villante, 3, 4:18, UFC on Fox 15 - Machida vs. Rockhold,Apr ,18.0,2015.0, TKO ,Punches,Liam Kerrigan
Corey Anderson ,win, Justin Jones, 3, 5:00, UFC 181 - Hendricks vs. Lawler 2,Dec ,6.0,2014.0, Decision ,Unanimous,John McCarthy
Corey Anderson ,win, Matt Van Buren, 1, 1:01, UFC - The Ultimate Fighter 19 Finale,Jul ,6.0,2014.0, TKO ,Punches,Mario Yamasaki
Corey Anderson ,win, Stephen Flanagan, 1, 3:03, MMA Xtreme - Fists Will Fly,Aug ,24.0,2013.0, TKO ,Punches,Gary Copeland
Corey Anderson ,win, Myron Dennis, 5, 5:00, Xtreme Fighting League - Vengeance,Jun ,28.0,2013.0, Decision ,Unanimous,
Corey Anderson ,win, J.R. Briones, 1, 3:01, NAFC - Battleground,Mar ,29.0,2013.0, TKO ,Punches,Al Wichgers
Corey Anderson ,Result, Fighter, R, Time, E,vent,,, Method/Referee,,
Corey Anderson ,win, Patrick Walsh,3,5:00,UFC - The Ultimate Fighter Season 19 Semifinals Day 1,Nov ,21.0,2013.0,Decision ,Unanimous,Chris Tognoni
Corey Anderson ,win, Josh Clark,2,5:00,UFC - The Ultimate Fighter Season 19 Quarterfinals Day 4,Nov ,5.0,2013.0,Decision ,Unanimous,Chris Tognoni
Corey Anderson ,win, Kelly Anundson, 2, 5:00, UFC - The Ultimate Fighter Season 19 Elimination Fights,Oct ,16.0,2013.0, Decision ,Unanimous,Kim Winslow
Daniel Cormier,win, Derrick Lewis,2, 2:14, UFC 230 - Cormier vs. Lewis,Nov ,3.0,2018.0, Submission ,Rear-Naked Choke,Herb Dean
Daniel Cormier,win, Stipe Miocic,1, 4:33, UFC 226 - Miocic vs. Cormier,Jul ,7.0,2018.0, KO ,Punches,Marc Goddard
Daniel Cormier,win, Volkan Oezdemir,2, 2:00, UFC 220 - Miocic vs. Ngannou,Jan ,20.0,2018.0, TKO ,Punches,Kevin MacDonald
Daniel Cormier,NC, Jon Jones,3, 3:01, UFC 214 - Cormier vs. Jones 2,Jul ,29.0,2017.0, No Contest ,Overturned by CSAC,John McCarthy
Daniel Cormier,win, Anthony Johnson,2, 3:37, UFC 210 - Cormier vs. Johnson 2,Apr ,8.0,2017.0, Submission ,Rear-Naked Choke,John McCarthy
Daniel Cormier,win, Anderson Silva,3, 5:00, UFC 200 - Tate vs. Nunes,Jul ,9.0,2016.0, Decision ,Unanimous,John McCarthy
Daniel Cormier,win, Alexander Gustafsson,5, 5:00, UFC 192 - Cormier vs. Gustafsson,Oct ,3.0,2015.0, Decision ,Split,Herb Dean
Daniel Cormier,win, Anthony Johnson,3, 2:39, UFC 187 - Johnson vs. Cormier,May ,23.0,2015.0, Submission ,Rear-Naked Choke,John McCarthy
Daniel Cormier,loss, Jon Jones,5, 5:00, UFC 182 - Jones vs. Cormier,Jan ,3.0,2015.0, Decision ,Unanimous,Herb Dean
Daniel Cormier,win, Dan Henderson,3, 3:53, UFC 173 - Barao vs. Dillashaw,May ,24.0,2014.0, Technical Submission ,Rear-Naked Choke,Yves Lavigne
Daniel Cormier,win, Patrick Cummins,1, 1:19, UFC 170 - Rousey vs. McMann,Feb ,22.0,2014.0, TKO ,Punches,Mario Yamasaki
Daniel Cormier,win, Roy Nelson,3, 5:00, UFC 166 - Velasquez vs. Dos Santos 3,Oct ,19.0,2013.0, Decision ,Unanimous,Jacob Montalvo
Daniel Cormier,win, Frank Mir,3, 5:00, UFC on Fox 7 - Henderson vs. Melendez,Apr ,20.0,2013.0, Decision ,Unanimous,Herb Dean
Daniel Cormier,win, Dion Staring,2, 4:02, Strikeforce - Marquardt vs. Saffiedine,Jan ,12.0,2013.0, TKO ,Punches,John McCarthy
Daniel Cormier,win, Josh Barnett,5, 5:00, Strikeforce - Barnett vs. Cormier,May ,19.0,2012.0, Decision ,Unanimous,Josh Rosenthal
Daniel Cormier,win, Antonio Silva,1, 3:56, Strikeforce - Barnett vs. Kharitonov,Sep ,10.0,2011.0, KO ,Punches,Greg Franklin
Daniel Cormier,win, Jeff Monson,3, 5:00, Strikeforce - Overeem vs. Werdum,Jun ,18.0,2011.0, Decision ,Unanimous,Leon Roberts
Daniel Cormier,win, Devin Cole,3, 5:00, Strikeforce - Challengers 13,Jan ,7.0,2011.0, Decision ,Unanimous,Greg Franklin
Daniel Cormier,win, Soa Palelei,1, 0:00, XMMA - Xtreme MMA 3,Nov ,5.0,2010.0, TKO ,Submission to Punches,
Daniel Cormier,win, Jason Riley,1, 1:02, Strikeforce - Houston,Aug ,21.0,2010.0, TKO ,Submission to Punches,Kerry Hatley
Daniel Cormier,win, Tony Johnson,1, 2:27, KOTC - Imminent Danger,Aug ,13.0,2010.0, Submission ,Rear-Naked Choke,Cecil Peoples
Daniel Cormier,win, Lucas Browne,1, 4:35, XMMA 2 - ANZ vs. USA,Jul ,31.0,2010.0, TKO ,Punches,Kostas Papaioannou
Daniel Cormier,win, John Devine,1, 1:09, Strikeforce - Challengers 7,Mar ,26.0,2010.0, KO ,Punch,
Daniel Cormier,win, Gary Frazier,2, 3:39, Strikeforce - Challengers 3,Sep ,25.0,2009.0, TKO ,Punches,Kevin Nix
Dominick Reyes ,win, Volkan Oezdemir, 3, 5:00, UFC Fight Night 147 - Till vs. Masvidal,Mar ,16.0,2019.0, Decision ,Split,Leon Roberts
Dominick Reyes ,win, Ovince St. Preux, 3, 5:00, UFC 229 - Nurmagomedov vs. McGregor,Oct ,6.0,2018.0, Decision ,Unanimous,Dan Miragliotta
Dominick Reyes ,win, Jared Cannonier, 1, 2:55, UFC Fight Night 129 - Maia vs. Usman,May ,19.0,2018.0, TKO ,Punches,Marc Goddard
Dominick Reyes ,win, Jeremy Kimball, 1, 3:39, UFC 218 - Holloway vs. Aldo 2,Dec ,2.0,2017.0, Submission ,Rear-Naked Choke,Bobby Wombacher
Dominick Reyes ,win, Joachim Christensen, 1, 0:29, UFC Fight Night 112 - Chiesa vs. Lee,Jun ,25.0,2017.0, TKO ,Punches,Gary Ritter
Dominick Reyes ,win, Jordan Powell, 1, 0:53, LFA 13 - Millender vs. Holland,Jun ,2.0,2017.0, KO ,Head Kick,Mike Beltran
Dominick Reyes ,win, Marcus Govan, 1, 0:27, HFC 32 - Hoosier Fight Club 32,Feb ,11.0,2017.0, KO ,Head Kick,
Dominick Reyes ,win, Tyler Smith, 1, 1:35, KOTC - Martial Law,Sep ,18.0,2016.0, TKO ,Punches,Michael Bell
Dominick Reyes ,win, Kelly Gray, 3, 5:00, KOTC - Sinister Intentions,Oct ,17.0,2015.0, Decision ,Unanimous,Jason Herzog
Dominick Reyes ,win, Jessie Glass, 1, 0:55, Gladiator Challenge - Carnage,Apr ,3.0,2015.0, Submission ,Guillotine Choke,Raul Porrata
Dominick Reyes ,win, Jose Rivas Jr., 1, 3:23, KOTC - Fisticuffs,Dec ,4.0,2014.0, TKO ,Punches,
Dominick Reyes ,Result, Fighter, R, Time, E,vent,,, Method/Referee,,
Dominick Reyes ,win, Shane Merveau, 1, :09, U of MMA - Fight Night 8,Aug ,24.0,2014.0, TKO ,Punches,
Dominick Reyes ,win, Osman Diaz, 1, :27, U of MMA - Fight Night 7,Jun ,1.0,2014.0, SubmissionN/A,,
Dominick Reyes ,win, Bruno Casillas, 3, 2:00, U of MMA - Fight Night 6,Mar ,30.0,2014.0, Decision ,Unanimous,
Dominick Reyes ,win, Tywone Cotton, 1, 1:20, Spar Star Promotions - Who's Next,Jan ,25.0,2014.0, KO ,Punch,
Dominick Reyes ,win, Renato Gudino, 1, 1:22, U of MMA - Fight Night 4,Dec ,8.0,2013.0, SubmissionN/A,,
Glover Teixeir,win, Ion Cutelaba,2, 3:37, UFC Fight Night 150 - Jacare vs. Hermansson,Apr ,27.0,2019.0, Submission ,Rear-Naked Choke,Alan Abeles
Glover Teixeir,win, Karl Roberson,1, 3:21, UFC Fight Night 143 - Cejudo vs. Dillashaw,Jan ,19.0,2019.0, Submission ,Arm-Triangle Choke,Dan Miragliotta
Glover Teixeir,loss, Corey Anderson,3, 5:00, UFC Fight Night 134 - Shogun vs. Smith,Jul ,22.0,2018.0, Decision ,Unanimous,Leon Roberts
Glover Teixeir,win, Misha Cirkunov,1, 2:45, UFC on Fox 26 - Lawler vs. dos Anjos,Dec ,16.0,2017.0, TKO ,Punches,Dan Miragliotta
Glover Teixeir,loss, Alexander Gustafsson,5, 1:07, UFC Fight Night 109 - Gustafsson vs. Teixeira ,May ,28.0,2017.0, KO ,Punches,Marc Goddard
Glover Teixeir,win, Jared Cannonier,3, 5:00, UFC 208 - Holm vs. De Randamie,Feb ,11.0,2017.0, Decision ,Unanimous,Kevin MacDonald
Glover Teixeir,loss, Anthony Johnson,1, 0:13, UFC 202 - Diaz vs. McGregor 2,Aug ,20.0,2016.0, KO ,Punch,Dan Miragliotta
Glover Teixeir,win, Rashad Evans,1, 1:48, UFC on Fox 19 - Teixeira vs. Evans,Apr ,16.0,2016.0, KO ,Punches,Herb Dean
Glover Teixeir,win, Patrick Cummins,2, 1:12, UFC Fight Night 77 - Belfort vs. Henderson 3,Nov ,7.0,2015.0, TKO ,Punches,Herb Dean
Glover Teixeir,win, Ovince St. Preux,3, 3:10, UFC Fight Night 73 - Teixeira vs. St. Preux,Aug ,8.0,2015.0, Technical Submission ,Rear-Naked Choke,John McCarthy
Glover Teixeir,loss, Phil Davis,3, 5:00, UFC 179 - Aldo vs. Mendes 2,Oct ,25.0,2014.0, Decision ,Unanimous,Mario Yamasaki
Glover Teixeir,loss, Jon Jones,5, 5:00, UFC 172 - Jones vs. Teixeira,Apr ,26.0,2014.0, Decision ,Unanimous,Dan Miragliotta
Glover Teixeir,win, Ryan Bader,1, 2:55, UFC Fight Night 28 - Teixeira vs. Bader,Sep ,4.0,2013.0, TKO ,Punches,Herb Dean
Glover Teixeir,win, James Te Huna,1, 2:38, UFC 160 - Velasquez vs. Bigfoot 2,May ,25.0,2013.0, Submission ,Guillotine Choke,Herb Dean
Glover Teixeir,win, Quinton Jackson,3, 5:00, UFC on Fox 6 - Johnson vs. Dodson,Jan ,26.0,2013.0, Decision ,Unanimous,Herb Dean
Glover Teixeir,win, Fabio Maldonado,2, 5:00, UFC 153 - Silva vs. Bonnar,Oct ,13.0,2012.0, TKO ,Doctor Stoppage,Mario Yamasaki
Glover Teixeir,win, Kyle Kingsbury,1, 1:53, UFC 146 - Dos Santos vs. Mir,May ,26.0,2012.0, Submission ,Arm-Triangle Choke,Steve Mazzagatti
Glover Teixeir,win, Ricco Rodriguez,1, 1:58, MMAAD - MMA Against Dengue,Nov ,27.0,2011.0, TKO ,Submission to Punches,
Glover Teixeir,win, Marvin Eastman,1, 4:00, Shooto Brazil 25 - Fight for BOPE,Aug ,25.0,2011.0, KO ,Punch,Cacau
Glover Teixeir,win, Antonio Mendes,1, 4:06, Shooto Brazil - Shooto Brazil 24,Aug ,5.0,2011.0, Submission ,Rear-Naked Choke,Marlon Sandro
Glover Teixeir,win, Marcio Cruz,2, 4:21, Fight Club 1 - Brazilian Stars,Jul ,20.0,2011.0, TKO ,Punches,Artur Mariano
Glover Teixeir,win, Simao Melo da Silva,1, 1:49, Shooto Brazil - Shooto Brazil 23,Jun ,4.0,2011.0, KO ,Punches,
Glover Teixeir,win, Daniel Tabera,3, 5:00, Bitetti Combat 8 - 100 Years of Corinthians,Dec ,4.0,2010.0, Decision ,Unanimous,
Glover Teixeir,win, Marko Peselj,1, 2:55, Impact FC 2 - The Uprising: Sydney,Jul ,18.0,2010.0, TKO ,Punches,John McCarthy
Glover Teixeir,win, Tiago Monaco Tosato,1, 1:27, BC - Bitetti Combat 7,May ,28.0,2010.0, TKO ,Punches,Mario Yamasaki
Glover Teixeir,win, Joaquim Ferreira,2, 1:30, BC - Bitetti Combat 6,Feb ,25.0,2010.0, TKO ,Corner Stoppage,Mario Yamasaki
Glover Teixeir,win, Leonardo Nascimento Lucio,1, 3:11, BC - Bitetti Combat 4,Sep ,12.0,2009.0, Technical Submission ,Guillotine Choke,John McCarthy
Glover Teixeir,win, Buckley Acosta,1, 1:00, PFC 7 - Palace Fighting Championship 7,Mar ,20.0,2008.0, TKO ,Punches,
Glover Teixeir,win, Jorge Oliveira,1,0:05,"PFC 6 -No Retreat,No Surrender",Jan ,17.0,2008.0,KO ,Punches,
Glover Teixeir,win, Rameau Thierry Sokoudjou,1, 1:41, WEC 24 - Full Force,Oct ,12.0,2006.0, KO ,Punches,Jon Schorle
Glover Teixeir,win, Jack Morrison,1, 1:27, WEC 22 - The Hitman,Jul ,28.0,2006.0, Submission ,Rear-Naked Choke,Nathan Gullian
Glover Teixeir,win, Carlton Jones,1, 1:57, WEC 20 - Cinco de Mayhem,May ,5.0,2006.0, TKO ,Punches,Jon Schorle
Glover Teixeir,loss, Ed Herman,3, 5:00, SF 9 - Respect,Mar ,26.0,2005.0, Decision ,Unanimous,
Glover Teixeir,win, Justin Ellison,1, N/A, SF 5 - Stadium,Aug ,28.0,2004.0, TKO ,Punches,
Glover Teixeir,win, Matt Horwich,3, 5:00, SF 3 - Dome,Apr ,17.0,2004.0, Decision ,Unanimous,
Glover Teixeir,loss, Eric Schwartz,2, 3:33, WEC 3 - All or Nothing,Jun ,7.0,2002.0, TKO ,Punches and Elbows,
Ilir Latifi,loss, Corey Anderson, 3, 5:00, UFC 232 - Jones vs. Gustafsson 2,Dec ,29.0,2018.0, Decision ,Unanimous,Marc Goddard
Ilir Latifi,win, Ovince St. Preux, 1, 3:48, UFC on Fox 28 - Emmett vs. Stephens,Feb ,24.0,2018.0, Submission ,Guillotine Choke,
Ilir Latifi,win, Tyson Pedro, 3, 5:00, UFC 215 - Nunes vs. Shevchenko 2,Sep ,9.0,2017.0, Decision ,Unanimous,Dan Miragliotta
Ilir Latifi,loss, Ryan Bader, 2, 2:06, UFC Fight Night 93 - Arlovski vs. Barnett,Sep ,3.0,2016.0, KO ,Knee,Neil Hall
Ilir Latifi,win, Gian Villante, 3, 5:00, UFC 196 - McGregor vs. Diaz,Mar ,5.0,2016.0, Decision ,Unanimous,Yves Lavigne
Ilir Latifi,win, Sean O'Connell, 1, 0:30, UFC Fight Night 81 - Dillashaw vs. Cruz,Jan ,17.0,2016.0, TKO ,Punches,Kevin MacDonald
Ilir Latifi,win, Hans Stringer, 1, 0:56, UFC Fight Night 72 - Bisping vs. Leites,Jul ,18.0,2015.0, KO ,Punches,Grant Waterman
Ilir Latifi,loss, Jan Blachowicz, 1, 1:58, UFC Fight Night 53 - Nelson vs. Story,Oct ,4.0,2014.0, TKO ,Kick to the Body and Punches,Grant Waterman
Ilir Latifi,win, Chris Dempsey, 1, 2:07, UFC Fight Night 46 - McGregor vs. Brandao,Jul ,19.0,2014.0, KO ,Punches,Leon Roberts
Ilir Latifi,win, Cyrille Diabate, 1, 3:02, UFC Fight Night 37 - Gustafsson vs. Manuwa,Mar ,8.0,2014.0, Submission ,Guillotine Choke,Leon Roberts
Ilir Latifi,loss, Gegard Mousasi, 3, 5:00, UFC on Fuel TV 9 - Mousasi vs. Latifi,Apr ,6.0,2013.0, Decision ,Unanimous,Marc Goddard
Ilir Latifi,win, Jorge Oliveira, 3, 5:00, Superior Challenge 8 - Malmo,Oct ,6.0,2012.0, Decision ,Unanimous,
Ilir Latifi,win, Tony Lopez, 3, 5:00, United Glory - 2012 Glory World Series,May ,26.0,2012.0, Decision ,Unanimous,
Ilir Latifi,win, Denis Bogdanov, 1, 0:00, United Glory 15 - 2012 Glory World Series,Mar ,23.0,2012.0, Submission ,Keylock,
Ilir Latifi,loss, Emanuel Newton, 3, 5:00, SF 17 - Horwich vs. Rosholt 2,Jul ,15.0,2011.0, Decision ,Unanimous,Jason Stafin
Ilir Latifi,win, Matteo Minonzio, 1, 4:29, SHC 2 - Battle For The Belt,Apr ,10.0,2010.0, TKO ,Head Kick,
Ilir Latifi,loss, Tatsuya Mizuno, 3, 0:15, ROTK - Rumble of the Kings 4,Nov ,20.0,2009.0, TKO ,Knee and Punches,Robert Sundel
Ilir Latifi,win, Darko Krbanjevic, 1, 1:43, ROTK - Rumble of the Kings 3,May ,22.0,2009.0, Submission ,Keylock,
Ilir Latifi,win, Luis Pinho, 1, 1:20, ROTK - Rumble of the Kings 2,Feb ,27.0,2009.0, TKO ,Submission to Punches,
Ilir Latifi,win, Roman Mihocka, 2, 1:55, Superior Challenge 2 - Resurrection,Oct ,25.0,2008.0, KO ,Punches,
Ilir Latifi,NC, Blagoy Ivanov, 1, 0:55, RPC 2 - Real Pain Challenge 2,May ,17.0,2008.0, No Contest ,Ring Broke,
Ilir Latifi,Result, Fighter, R, Time, E,vent,,, Method/Referee,,
Ilir Latifi,win, Christian Colombo, 1, N/A, Adrenaline 3 - Evolution,Sep ,6.0,2008.0, Submission ,North-South Choke,
Jan Blachowicz,loss, Thiago Santos,3, 0:39, UFC Fight Night 145 - Blachowicz vs. Santos,Feb ,23.0,2019.0, TKO ,Punches,Herb
Jan Blachowicz,win, Nikita Krylov,2, 2:41, UFC Fight Night 136 - Hunt vs. Oleynik,Sep ,15.0,2018.0, Submission ,Arm-Triangle Choke,Marc Goddard
Jan Blachowicz,win, Jimi Manuwa,3, 5:00, UFC Fight Night 127 - Werdum vs. Volkov,Mar ,17.0,2018.0, Decision ,Unanimous,Leon Roberts
Jan Blachowicz,win, Jared Cannonier,3, 5:00, UFC on Fox 26 - Lawler vs. dos Anjos,Dec ,16.0,2017.0, Decision ,Unanimous,Herb Dean
Jan Blachowicz,win, Devin Clark,2, 3:02, UFC Fight Night 118 - Cerrone vs. Till,Oct ,21.0,2017.0, Submission ,Rear-Naked Choke,Marc Goddard
Jan Blachowicz,loss, Patrick Cummins,3, 5:00, UFC 210 - Cormier vs. Johnson 2,Apr ,8.0,2017.0, Decision ,Majority,John McCarthy
Jan Blachowicz,loss, Alexander Gustafsson,3, 5:00, UFC Fight Night 93 - Arlovski vs. Barnett,Sep ,3.0,2016.0, Decision ,Unanimous,Marc Goddard
Jan Blachowicz,win, Igor Pokrajac,3, 5:00, UFC Fight Night 86 - Rothwell vs. Dos Santos,Apr ,10.0,2016.0, Decision ,Unanimous,Leon Roberts
Jan Blachowicz,loss, Corey Anderson,3, 5:00, UFC 191 - Johnson vs. Dodson 2,Sep ,5.0,2015.0, Decision ,Unanimous,Herb Dean
Jan Blachowicz,loss, Jimi Manuwa,3, 5:00, UFC Fight Night 64 - Gonzaga vs. Cro Cop 2,Apr ,11.0,2015.0, Decision ,Unanimous,Marc Goddard
Jan Blachowicz,win, Ilir Latifi,1, 1:58, UFC Fight Night 53 - Nelson vs. Story,Oct ,4.0,2014.0, TKO ,Kick to the Body and Punches,Grant Waterman
Jan Blachowicz,win, Goran Reljic,3, 5:00, KSW 22 - Pride Time,Mar ,16.0,2013.0, Decision ,Unanimous,Tomasz Bronder
Jan Blachowicz,win, Houston Alexander,3, 5:00, KSW 20 - Fighting Symphony,Sep ,15.0,2012.0, Decision ,Unanimous,Tomasz Bronder
Jan Blachowicz,win, Mario Miranda,3, 5:00, KSW 18 - Unfinished Sympathy,Feb ,25.0,2012.0, Decision ,Unanimous,Tomasz Bronder
Jan Blachowicz,win, Rameau Thierry Sokoudjou,3, 5:00, KSW 17 - Revenge,Nov ,26.0,2011.0, Decision ,Unanimous,Piotr Baginski
Jan Blachowicz,win, Toni Valtonen,2, 1:23, KSW 16 - Konfrontacja,May ,21.0,2011.0, Submission ,Rear-Naked Choke,Tomasz Bronder
Jan Blachowicz,loss, Rameau Thierry Sokoudjou,2, 5:00, KSW 15 - Konfrontacja,Mar ,19.0,2011.0, TKO ,Retirement,Tomasz Bronder
Jan Blachowicz,win, Daniel Tabera,2, 4:19, KSW 14 - Judgment Day,Sep ,18.0,2010.0, TKO ,Corner Stoppage,Tomasz Bronder
Jan Blachowicz,win, Nikolai Onikienko,2, 2:32, WAFC - World Absolute FC,Jun ,24.0,2010.0, Submission ,Rear-Naked Choke,
Jan Blachowicz,win, Wojciech Orlowski,1, 1:37, KSW 13 - Kumite,May ,7.0,2010.0, Submission ,Rear-Naked Choke,Robert Kostecki
Jan Blachowicz,win, Julio Cezar de Lima,1, 3:40, KSW 13 - Kumite,May ,7.0,2010.0, KO ,Punch,Robert Kostecki
Jan Blachowicz,win, Maro Perak,2, 1:51, KSW 10 - Dekalog,Dec ,12.0,2008.0, Submission ,Rear-Naked Choke,Robert Kostecki
Jan Blachowicz,win, Christian M'Pumbu,2, 3:12, KSW - Extra,Sep ,13.0,2008.0, Submission ,Armbar,Robert Kostecki
Jan Blachowicz,win, Aziz Karaoglu,1, 4:13, KSW 9 - Konfrontacja,May ,9.0,2008.0, Submission ,Armbar,Robert Kostecki
Jan Blachowicz,win, Antoni Chmielewski,2, 2:54, KSW 9 - Konfrontacja,May ,9.0,2008.0, Submission ,Armbar,Robert Kostecki
Jan Blachowicz,win, Martin Zawada,2, 5:00, KSW 9 - Konfrontacja,May ,9.0,2008.0, Decision ,Unanimous,Robert Kostecki
Jan Blachowicz,loss, Andre Fyeet,1, 1:57, KSW 8 - Konfrontacja,Nov ,10.0,2007.0, Submission ,Kimura,Robert Kostecki
Jan Blachowicz,win, Daniel Dowda,1, 1:35, KSW - Elimination,Sep ,15.0,2007.0, TKO ,Punches,Robert Kostecki
Jan Blachowicz,win, Pawel Gasinski,1, 2:36, KSW - Elimination,Sep ,15.0,2007.0, TKO ,Punches,Robert Kostecki
Jan Blachowicz,win, Sebastian Olchawa,2, 5:00, KSW - Elimination,Sep ,15.0,2007.0, Decision ,Unanimous,Robert Kostecki
Jan Blachowicz,loss, Marcin Krysztofiak,2, 5:00, FCP 3 - Khalidov vs. Troeng,Feb ,25.0,2007.0, Decision ,Unanimous,
Jon Jones,win, Anthony Smith,5, 5:00, UFC 235 - Jones vs. Smith,Mar ,2.0,2019.0, Decision ,Unanimous,Herb Dean
Jon Jones,win, Alexander Gustafsson,3, 2:02, UFC 232 - Jones vs. Gustafsson 2,Dec ,29.0,2018.0, KO ,Punches,Mike Beltran
Jon Jones,NC, Daniel Cormier,3, 3:01, UFC 214 - Cormier vs. Jones 2,Jul ,29.0,2017.0, No Contest ,Overturned by CSAC,John McCarthy
Jon Jones,win, Ovince St. Preux,5, 5:00, UFC 197 - Jones vs. St. Preux,Apr ,23.0,2016.0, Decision ,Unanimous,Herb Dean
Jon Jones,win, Daniel Cormier,5, 5:00, UFC 182 - Jones vs. Cormier,Jan ,3.0,2015.0, Decision ,Unanimous,Herb Dean
Jon Jones,win, Glover Teixeira,5, 5:00, UFC 172 - Jones vs. Teixeira,Apr ,26.0,2014.0, Decision ,Unanimous,Dan Miragliotta
Jon Jones,win, Alexander Gustafsson,5, 5:00, UFC 165 - Jones vs. Gustafsson,Sep ,21.0,2013.0, Decision ,Unanimous,John McCarthy
Jon Jones,win, Chael Sonnen,1, 4:33, UFC 159 - Jones vs. Sonnen,Apr ,27.0,2013.0, TKO ,Elbows and Punches,Keith Peterson
Jon Jones,win, Vitor Belfort,4, 0:54, UFC 152 - Jones vs. Belfort,Sep ,22.0,2012.0, Submission ,Keylock,John McCarthy
Jon Jones,win, Rashad Evans,5, 5:00, UFC 145 - Jones vs. Evans,Apr ,21.0,2012.0, Decision ,Unanimous,Herb Dean
Jon Jones,win, Lyoto Machida,2, 4:26, UFC 140 - Jones vs. Machida,Dec ,10.0,2011.0, Technical Submission ,Guillotine Choke,John McCarthy
